TransactionAmount,TransactionType,Location,Channel,CustomerAge,CustomerOccupation,TransactionDuration,LoginAttempts,AccountBalance,Cluster
-0.9712754695068417,Debit,San Diego,ATM,1.4237182648914386,Doctor,-0.5524432626288956,-0.2067936485059295,-0.000536635052410607,1
0.2694396064236744,Debit,Houston,ATM,1.3112870641052805,Doctor,0.30531436617680696,-0.2067936485059295,2.2164715868484435,0
-0.5868816229808057,Debit,Mesa,Online,-1.443277355155591,Student,-0.9098422746312717,-0.2067936485059295,-1.0235341282270716,1
-0.38745590278222686,Debit,Raleigh,Online,-1.0497681524040379,Student,-1.353017049514218,-0.2067936485059295,0.8857974429054191,1
-0.9734680903782914,Credit,Atlanta,Online,-1.0497681524040379,Student,1.1201841135422244,-0.2067936485059295,0.5935893646592064,0
-0.7038442425922038,Debit,Oklahoma City,ATM,-1.49949295554867,Student,0.7484891410597533,-0.2067936485059295,-1.1108816933044958,1
-0.9952915199894398,Credit,Seattle,ATM,-0.4313965480801688,Doctor,0.2767224452166169,-0.2067936485059295,2.103091796208713,1
-0.43226759184248137,Credit,Indianapolis,Branch,1.2550714637122016,Retired,2.449708438191063,-0.2067936485059295,-0.5943498275623533,0
-0.6556065834203091,Credit,Detroit,Branch,0.35562185742293734,Engineer,-0.4809634602284204,-0.2067936485059295,1.0206840106570008,0
1.7759071839141245,Debit,Nashville,ATM,0.5804842589952534,Doctor,0.005099196094811046,-0.2067936485059295,-1.049294570483005,1
-0.958633639794889,Credit,Albuquerque,Online,0.41183745781601633,Engineer,-0.8669543931909865,-0.2067936485059295,0.6372080213386072,0
-0.3685445477659726,Debit,Memphis,Online,-1.330846154369433,Student,0.7627851015398482,-0.2067936485059295,-0.9193180502003306,1
0.674663351228483,Credit,Mesa,Branch,-1.162199353190196,Student,-0.12356444822604433,-0.2067936485059295,-0.895931865884976,1
1.658739006096028,Debit,Memphis,ATM,-1.0497681524040379,Student,0.04798707753509617,-0.2067936485059295,-1.2626675419268705,1
-0.4474446394370476,Debit,Louisville,Online,-1.49949295554867,Student,0.20524264281614163,-0.2067936485059295,-1.2344020780640845,0
0.575070400083101,Debit,Denver,ATM,-0.4876121484732478,Engineer,0.13376284041566644,-0.2067936485059295,-0.4227417455289484,0
0.8846067996697973,Credit,Austin,Branch,-1.443277355155591,Student,0.5483456943384226,-0.2067936485059295,-1.021249610057465,0
0.669216058750975,Debit,Columbus,Online,-0.31896534729401077,Engineer,1.6348386908256458,-0.2067936485059295,-0.0011109695866326143,0
-0.9555502666944129,Credit,Albuquerque,Branch,0.8053466605675694,Retired,-0.19504425062651956,-0.2067936485059295,0.7266529330633243,0
-0.7746590447998077,Credit,Columbus,Online,-1.49949295554867,Student,0.7056012596194681,-0.2067936485059295,0.3728782439432717,0
-0.8163188413573532,Debit,Los Angeles,Branch,1.4799338652845175,Retired,-1.1671695632729824,-0.2067936485059295,0.1632204990176552,0
-0.7257019319044686,Debit,Las Vegas,Branch,-0.3751809476870898,Doctor,-0.38089173686775507,-0.2067936485059295,1.0337731972516602,0
-0.8407117485522317,Debit,Atlanta,Online,-0.31896534729401077,Engineer,0.005099196094811046,-0.2067936485059295,0.9898622453182356,0
0.16529011502981078,Debit,Fort Worth,Online,-1.274630553976354,Student,0.319610326656902,3.1124756489183207,-0.9517038515474685,0
-0.5209316983317309,Debit,Raleigh,Online,-1.330846154369433,Student,-0.33800385542746997,-0.2067936485059295,-0.8162070533532758,1
-0.9938868722436672,Credit,Houston,Online,1.1426402629260435,Retired,2.2352690309896377,-0.2067936485059295,-0.37937692420172625,0
